rot,p1,p2,p3,p4,p5,p6
rotation,-7.53788305678002,-35.8585969471768,-29.3203386891459,-18.3889579114339,-15.8114551787903,-22.6248497570249
rotation,-22.2323793644247,-101.874776547174,-66.5480104548341,-11.6537673185194,-16.4850772422043,-12.4367575401292
rotation,-34.3863699951086,-39.4275569853915,-30.0085089862801,-63.6390119764079,-19.9431385062992,-15.671661321237
rotation,1.0513292053509,-56.4912980694005,-103.953309997591,-18.2317374816047,-4.63804421135448,-34.6855102129766
rotation,-11.7409821399989,-31.1974366927167,-66.303849792889,-21.069540754488,-23.2295293116204,-2.67179776872468
rotation,-21.7682197121549,-38.2844612626916,-33.6034645615077,-21.6391921443641,-19.9477331520965,-28.6514563738381
rotation,-26.8062286190519,-49.9146433573294,-8.94193807001204,-16.2503404773564,-17.7562447800216,-27.1601896769191
rotation,-25.5483055326357,-71.8059229464499,-10.8412987766758,-18.5042289883916,-3.51321447558275,-27.2981550521452
rotation,-14.1319315013941,-50.606746753819,8.51033231225934,-13.3567556553729,-27.0051143811271,-17.9535035197212
rotation,-11.7409821399989,-49.2889593071159,-20.8578216927833,-23.6462570871098,-15.3844941327543,-22.8437703091873
rotation,-18.9755461232458,-112.002580707982,-21.8618670923598,-91.4248572322585,-12.1513996477382,-17.0655206452199
rotation,-25.6648910868478,-23.7981153452991,-1.69948933670243,-33.44415817152,-23.346017732078,-27.0747375740687
rotation,-20.4723752095744,-97.4910125098408,-20.5608075062035,-12.2492453530199,-1.54604717288824,-32.9926150225321
rotation,-20.8947701163972,-54.6296402648285,-17.6333862297511,-15.3705080073991,-23.5302015418976,-39.9629706109597
rotation,-13.064754404096,-44.1611755910434,-16.9594198100297,-29.1365403863524,-9.02663638504291,-31.4526646696715
rotation,-23.5614367848398,-46.5641889132913,-2.59758182353386,-12.3281161919758,-31.2588514274347,-47.049419561063
rotation,-21.4393755429128,-38.7864258564742,-20.0442634585633,-17.6333862297511,-15.4710204464962,-35.0161360347035
rotation,-15.5414203301606,-64.2558228414784,-14.7514669023514,-10.1018475004569,-33.2421009647299,-40.821285428564
rotation,-31.1437151901264,-131.185070564589,-30.3123067640264,-15.4547046378276,-19.4795251662501,-34.5835412669995
rotation,-18.4192541252703,-66.5728618069946,-15.8406664035617,-18.5110363509228,-36.7498796703113,-29.3307882180162
counter,-23.1198549277767,-11.9842068109926,6.73259561053744,-10.551286838438,-7.70396807163275,3.55266003719233
counter,-18.3802736700688,-115.819678987135,-15.2426461864531,-16.6738921455834,1.96950422273706,-13.2529161389655
counter,1.45947116529948,-104.405901693218,-14.0953104489677,-7.09007204156139,-12.7026636929319,-2.22106910140723
counter,8.03352810909496,-68.7124304085986,-9.77252309994464,-4.33688885065442,1.41216872584506,-13.7408139727369
counter,-8.78507252709549,-114.522833026456,27.3446906196087,-2.5894229340464,0.347901565025543,23.059876519596
counter,5.38847036333688,-15.7575691699672,-7.21064525860714,0.896473161723294,3.55152811488518,17.2678983841354
counter,14.8350830133712,-20.5163601251021,-0.0729033101199881,3.53851291932933,4.74111649590775,-5.07531810591096
counter,-17.991487479351,-138.379851739222,3.91689059699118,-3.7138901852642,-7.46648650918385,5.170609474367
errorclamp,-3.50422898839165,4.52968586857181,-8.4760786722992,-2.3472390716531,2.31079807469036,-10.2770636215794
errorclamp,-4.06058778403976,-16.6731288931136,-20.0521026472132,-24.213290202224,-10.6291371063069,2.85210136384466
errorclamp,3.9755461232458,-9.24032471617915,29.850493230527,-7.28420691921581,-5.26921369579293,5.62928157072003
errorclamp,-9.08426526362158,-6.82651028602874,-0.416659183771143,-9.2035389675581,-6.54742752927308,10.542878653494
errorclamp,-1.43296622240248,-11.1862462940221,-11.3456059022374,-3.98396265043318,-9.60952970081513,3.59654077828509
errorclamp,-11.6949926367033,-7.16475913826248,-8.83434757542388,-14.0642729513721,-9.05330287990385,-7.14410152368452
errorclamp,-4.51036681561207,-20.2937906937957,-9.67595340811871,-3.9533815219433,-11.6585698190096,0.350224309362916
errorclamp,3.78603194233271,-5.96323829043224,-16.0051944505999,-6.70516962547153,0.896473161723294,-3.02560240738673
errorclamp,4.38636999510863,-8.85271152783574,-2.86672695409231,2.74991691185564,-0.564010517383366,-3.55266003719233
errorclamp,9.4249977024842,-9.58480350270836,-15.690473491349,-1.54604717288824,0.622104420959756,-0.915826331391204
errorclamp,1.09610470194092,-13.9601114179305,-5.9980636462321,-10.8955800011083,-1.96232220802561,-2.50041586874841
errorclamp,-8.14872704126654,-13.206059511144,-3.01423069672862,-4.40185898474005,-8.08532353083919,-2.8337749903145
errorclamp,-1.4786502555139,-7.20989693629862,-22.3537278169293,-13.8402579412821,-1.92474398734511,-3.01423069672862
errorclamp,-5.56546766786353,-6.93954838198268,-1.68909301147018,-11.3965354384923,-10.1982429228363,0.409054268647375
errorclamp,2.42254844595847,-4.32478743724275,-7.5883271769309,-13.7478758777203,-10.2090715201218,4.75524625427802
errorclamp,3.42485001374354,0.580090552753012,-6.54883645469225,1.30537620551336,-7.61179145663241,-3.51474389915917
